company,job_title,location,job_type,experience_level,salary,requirment_of_the_company,facilities,role
Exoticca,Data Engineer,"Barcelona, Catalonia, Spain - Remote",Full Time,Mid-level,73000.0,"Agile,APIs,AWS,CX,Data management,Data pipelines","Career development,Competitive pay,Flex hours,Health care,Home office stipend",data engineer
Wallbox,Data Analyst Intern,"Barcelona, Catalonia, Spain",Internship,Entry-level,,"Economics,Engineering,Machine Learning,Mathematics,SQL,","Career development,Flex hours,Team events,,",data analyst
"UWorld, LLC",Data Engineer,"Hyderabad, Telangana, India",Full Time,Mid-level,73000.0,"Agile,Ansible,APIs,Architecture,AWS,Azure","Career development,,,,",data engineer
Assembly,Data Analyst,"Paris, Île-de-France, France",Full Time,Entry-level,48000.0,"E-commerce,ETL,Looker,Power BI,SQL,Tableau",",,,,",data analyst
Hitachi Solutions,Data Engineer with Databricks - Empower (remote/Costa Rica-based),"San José, Costa Rica",Full Time,Senior-level,115000.0,"Airflow,Architecture,AWS,Azure,Big Data,Databricks","Career development,,,,",data engineer
Lyft,"Software Engineer, Data Platform",New York City,Full Time,Senior-level,139000.0,"Architecture,AWS,Azure,Distributed Systems,Docker,Engineering","Equity,Health care,Insurance,Medical leave,Parental leave",other
Publicis Groupe,Senior Manager Data Engineering,"New York City, United States",Full Time,Senior-level,129000.0,"Agile,Architecture,AWS,Azure,BigQuery,Bigtable","Flex hours,Flex vacation,Parental leave,,",data engineer
84.51°,Senior Data Engineer (P3949).,"Sound Beach, NY",Full Time,Senior-level,113000.0,"Agile,Architecture,Azure,Big Data,Business Analytics,Cassandra","Competitive pay,Health care,Medical leave,Parental leave,",data engineer
Vattenfall,Junior Data Engineer Customer Analyst,"Solna, Sweden",Full Time,Entry-level,59000.0,"Agile,Azure,Computer Science,Databricks,Data warehouse,DevOps","Career development,Startup environment,,,",data engineer
Komodo Health,Senior Research Data Analyst,"New York City; San Francisco, California; Chicago, ",Full Time,Senior-level,150000.0,"Genetics,Git,Pipelines,Python,R,Research","Career development,Competitive pay,Equity,Health care,Home office stipend",data analyst
Sportradar,Sport data operator,"Tallinn, Estonia",Full Time,Entry-level,39000.0,"Data quality,SLAM,Streaming,,,","Career development,Lunch / meals,Team events,,",other
iOLAP,Data Engineering Manager,"Rijeka, Croatia",Full Time,,96000.0,"Agile,AWS,Azure,Consulting,Data quality,Engineering","Career development,Equity,Flex hours,Health care,Salary bonus",data engineer
Clari,Principal Engineer - Data Integrations,"Bengaluru, India",Full Time,Senior-level,55000.0,"Architecture,AWS,Big Data,Data Analytics,Data warehouse,Engineering","Career development,Team events,,,",other
Riskified,"Data Analyst, Go Live",New York,Full Time,,100000.0,"Computer Science,E-commerce,Economics,Machine Learning,Mathematics,ML models","Career development,Competitive pay,Equity,Flex hours,Health care",data analyst
SESAMm,Senior Data Scientist (M/F),Paris,Full Time,Senior-level,129000.0,"AWS,Banking,Data analysis,Deep Learning,Engineering,Feature engineering","Career development,Competitive pay,Equity,Startup environment,Transparency",data scientist
Kyruus,Data Engineer,"Remote OR Portland, OR/Boston, MA",Full Time,,96000.0,"AWS,Azure,BigQuery,Business Intelligence,Data pipelines,Data visualization","Career development,,,,",data engineer
Nawy Real Estate,Data Scientist,"Maadi, Cairo Governorate, Egypt",Full Time,Entry-level,40000.0,"A/B testing,Computer Science,Data analysis,Data Mining,Data visualization,Machine Learning","Career development,Startup environment,,,",data scientist
"AppZen, Inc.",Data Scientist,Pune,Full Time,Senior-level,129000.0,"Causal inference,Computer Science,Data quality,Engineering,Finance,Machine Learning",",,,,",data scientist
OKX,"Data Analyst (Customer Service Industry, Mandarin Support)",Malaysia,Full Time,Senior-level,92000.0,"Blockchain,CX,Data analysis,Data quality,Excel,Python","Career development,Competitive pay,Salary bonus,Wellness,",data analyst
Publicis Groupe,Manager Data Strategy,"Frankfurt am Main, Germany",Full Time,Mid-level,51000.0,"Agile,Architecture,Cluster analysis,Consulting,CX,Data Analytics","Career development,Health care,Startup environment,Team events,",other
Vosker,"Business Partner, Data Analysis","Montreal, QC, Canada",Full Time,Executive-level,81000.0,"Business Intelligence,Computer Science,Data analysis,Engineering,Excel,Mathematics","Health care,Wellness,,,",other
Fender,Data Engineer - Remote,"Ensenada, Mexico",Full Time,Senior-level,115000.0,"Agile,Airflow,Architecture,AWS,Big Data,Computer Science",",,,,",data engineer
Angkas,Data Analyst,"Makati, Metro Manila, Philippines",Full Time,Mid-level,65000.0,"Agile,Business Intelligence,Data management,Data quality,Data Studio,Data visualization","Competitive pay,Startup environment,,,",data analyst
Angkas,Data Engineer,"Makati, Metro Manila, Philippines",Full Time,Mid-level,73000.0,"Agile,Architecture,AWS,Big Data,Computer Science,Data pipelines","Competitive pay,Startup environment,,,",data engineer
Pythian,Marketing Data Analyst,Hyderabad,Full Time,,50000.0,"A/B testing,AWS,Data Analytics,E-commerce,ETL,Finance","Career development,Team events,,,",data analyst
CIMMYT,Post-Doctoral Fellow or Associate - Agronomy Data Scientist,"Harare, Harare Province, Zimbabwe",Full Time,Mid-level,60000.0,"Big Data,Computer Science,Data management,ETL,GitHub,Nonprofit","Competitive pay,Health care,Relocation support,,",data scientist
Zeta,Sr. Data Scientist,Bengaluru,Full Time,Senior-level,129000.0,"Banking,Chatbots,Data analysis,Engineering,FinTech,Hadoop","Career development,Startup environment,,,",data scientist
Bosch Group,Data Science Lead,"Mount Prospect, IL, United States",Full Time,Entry-level,44000.0,"A/B testing,Data visualization,Economics,Engineering,Mathematics,Power BI","Career development,Competitive pay,Health care,,",data scientist
Above Lending,Senior Data Engineer,Remote,Full Time,Senior-level,115000.0,"Airflow,CI/CD,Computer Science,Consulting,DataOps,Data pipelines","401(k) matching,Career development,Health care,Startup environment,",data engineer
Gusto,"Senior Data Scientist, Product Analyst","Denver, CO; New York City, NY; San ",Full Time,Senior-level,133000.0,"Business Intelligence,CX,Data visualization,Engineering,PhD,Prototyping","Career development,Health care,Insurance,,",data scientist
bunq,Data Engineer - Türkiye,"Kadiköy / Istanbul, Istanbul, Türkiye",Full Time,Mid-level,73000.0,"AWS,Banking,ETL,FinTech,NLP,Python","Career development,Equity,Flex vacation,Health care,Insurance",data engineer
Roark Capital,Senior Data Scientist,"Atlanta, Georgia, United States",Full Time,Senior-level,129000.0,"Agile,APIs,Azure,Classification,Clustering,Computer Science","401(k) matching,Career development,Competitive pay,Equity,Health care",data scientist
InMobi,"SDE-III, Data Engineering",Bengaluru,Full Time,Senior-level,115000.0,"Architecture,AWS,Azure,Big Data,Computer Science,Data governance","Career development,Flex hours,Startup environment,Yoga,",data engineer
Bosch Group,Oracle Data Modeler / PL/SQL - Data warehouse,"Bengaluru, India",Full Time,Senior-level,55000.0,"Data visualization,Data warehouse,Data Warehousing,Engineering,ETL,Oracle","Team events,,,,",other
Oura Health Ltd,Product Data Specialist (HW),"Oulu, Northern Ostrobothnia, Finland",Full Time,Mid-level,70000.0,"Data management,Engineering,Industrial,R,R&D,","Career development,Competitive pay,Equity,Flex hours,Flex vacation",other
84.51°,Senior Data Scientist (P171).,"Snohomish, WA",Full Time,Senior-level,104000.0,"Architecture,Big Data,Data pipelines,Economics,Engineering,Mathematics","Competitive pay,Equity,Health care,Medical leave,Parental leave",data scientist
Unit4,Cloud Data Analyst Engineer (FinOps),"Kuala Lumpur, Malaysia",Full Time,Senior-level,92000.0,"Azure,Consulting,Data analysis,DevOps,Excel,Finance","Career development,Startup environment,Unlimited paid time off,,",data analyst
Tesco Bengaluru,Manager - Applied Data Scientist,"Bengaluru, India",Full Time,Senior-level,50000.0,"CX,Engineering,Finance,Machine Learning,Mathematics,Python","Career development,Competitive pay,Team events,,",data scientist
Simple Machines,Senior Data Engineer - (Christchurch),"Christchurch, Canterbury, New Zealand",Full Time,Senior-level,115000.0,"Athena,Avro,AWS,Azure,Big Data,BigQuery","Career development,Conferences,Flex hours,Parental leave,",data engineer
Shift Technology,Senior Software Engineer - Data Architecture skills,France - Paris,Full Time,Senior-level,135000.0,"Architecture,Engineering,MS SQL,OOP,Python,Research","Career development,Competitive pay,Equity,Flex hours,Flex vacation",data architect
Uni Systems,SME Consultant for Data Analyst,"Luxembourg, Luxembourg, Luxembourg",Full Time,Mid-level,51000.0,"Banking,Computer Science,Data Analytics,Data management,Security,",",,,,",data analyst
STEMBoard,Senior Data Strategist,United States - Remote,Full Time,Mid-level,51000.0,"AI governance,APIs,Architecture,Computer Science,Consulting,Data management","Career development,Insurance,Parental leave,Salary bonus,Startup environment",other
dentsu international,Data Scientist,"Remote, CA, United States",Full Time,Executive-level,78000.0,"Causal inference,Data Analytics,E-commerce,Economics,Engineering,Machine Learning","Career development,Health care,Startup environment,,",data scientist
Tabeo Ltd.,Data Engineer,United Kingdom - Remote,Full Time,Mid-level,73000.0,"Airflow,Architecture,BigQuery,Finance,FinTech,GCP","Career development,Competitive pay,Equity,Health care,Parental leave",data engineer
Aize AS,Data Analyst (Oslo-based),"Oslo, Oslo, Norway",Full Time,,80000.0,"Agile,APIs,Azure,Databricks,Data pipelines,Engineering","Flex vacation,Gear,Health care,Team events,",data analyst
Simple Machines,SQL Data Engineers,"Sydney, New South Wales, Australia",Full Time,Mid-level,73000.0,"Airflow,Architecture,Avro,BigQuery,Data quality,Engineering","Career development,Conferences,Flex vacation,Parental leave,",data engineer
Sword,Subsurface Data Manager,"Aberdeen, Scotland, United Kingdom - Remote",Full Time,Mid-level,77000.0,"Agile,Consulting,Data management,Data quality,,","Career development,Competitive pay,,,",data manager
Capco,Senior Data Analyst with Python SQL - MS- Bangalore,India - Bengaluru,Full Time,Senior-level,92000.0,"Agile,Banking,Data analysis,Engineering,ETL,Finance",",,,,",data analyst
Enpal B.V.,Data Analyst Supply Chain Management (f/m/d),"Berlin, Germany",Full Time,Entry-level,48000.0,"Business Intelligence,Data visualization,Economics,Excel,Finance,KPIs","Career development,Flex hours,Team events,Yoga,",data analyst
Upgrade,Senior Data Quality Developer,Canada (Remote),Full Time,Senior-level,62000.0,"Agile,Airflow,Banking,Data pipelines,Data quality,Docker","Career development,Competitive pay,Equity,Flex hours,Flex vacation",other
Ocorian,Business Intelligence Data Strategist,"London, United Kingdom",Full Time,,56000.0,"Agile,Business Intelligence,Computer Science,Data governance,Data management,Data strategy",",,,,",other
Vattenfall,Data Engineer Customer Analyst,"Solna, Sweden",Full Time,,96000.0,"Agile,Azure,Computer Science,Databricks,Data warehouse,DevOps","Career development,Startup environment,,,",data engineer
Pendulum,Data Scientist Generalist,"San Francisco, CA",Full Time,Senior-level,129000.0,"A/B testing,Biology,Computer Science,Data analysis,EDA,Engineering","401(k) matching,Career development,Equity,Flex hours,Flex vacation",data scientist
Intevity,Senior Developer - Data Engineer (AWS/Python/Node),"Burlington, MA, United States",Full Time,Senior-level,115000.0,"Agile,Architecture,AWS,Consulting,EC2,Engineering","401(k) matching,Career development,Competitive pay,Health care,Insurance",data engineer
Amazon.com,Data Engineer,"San Francisco, California, USA",Full Time,Senior-level,105000.0,"Architecture,AWS,Big Data,Business Intelligence,Data pipelines,Data quality","Career development,Equity,Fitness / gym,Flex hours,Flex vacation",data engineer
Clarity AI,Senior Data Scientist: NLP,"London, England, United Kingdom - Remote",Full Time,Mid-level,60000.0,"Airflow,Banking,Big Data,Classification,Clustering,Consulting","Career development,Equity,Flex hours,Flex vacation,Salary bonus",data scientist
Allegro,Data Analyst (Allegro Pay),"Warszawa, Poznan, Poland",Full Time,Senior-level,92000.0,"A/B testing,Airflow,BigQuery,Clustering,Consulting,Data Studio","Career development,Conferences,Gear,Lunch / meals,Salary bonus",data analyst
WWC Global,Data Analyst (DEA),"New York City, United States",Full Time,Entry-level,48000.0,"Consulting,Data analysis,Security,,,","Career development,Flex hours,Flex vacation,Health care,Insurance",data analyst
Aircall,Senior Data Engineer,Madrid,Full Time,Senior-level,115000.0,"Airflow,Architecture,Athena,AWS,Computer Science,DynamoDB","Career development,Competitive pay,Equity,,",data engineer
InDebted,Data Analyst,Philippines,Full Time,,80000.0,"AWS,Azure,Computer Science,Data analysis,Data quality,Data visualization","Career development,Equity,Flex hours,Home office stipend,",data analyst
Wunderman Thompson Commerce,Data Engineer,"Lisbon, Lisbon, Portugal",Full Time,,96000.0,"Agile,Airflow,APIs,Athena,AWS,Azure","Career development,Startup environment,Team events,,",data engineer
Arena,Data Engineer,Remote,Full Time,Senior-level,115000.0,"Architecture,AWS,Big Data,Computer Science,Data governance,Data management","Career development,Competitive pay,Equity,Startup environment,Team events",data engineer
ProCogia,Data Science Consultant,India,Full Time,Senior-level,122000.0,"Agile,Architecture,Azure,BERT,Big Data,Computer Science","Career development,Competitive pay,Startup environment,,",data scientist
Bosch Group,Customer Master Data Analyst,"Timi?oara, Romania",Full Time,Entry-level,48000.0,"CX,Data quality,Finance,Spark,,","Career development,Flex hours,Flex vacation,Health care,Relocation support",data analyst
Upgrade,Senior Data Quality Engineer,United States (Remote),Full Time,Senior-level,62000.0,"Agile,Airflow,Banking,Data pipelines,Data quality,Docker","Career development,Competitive pay,Equity,Flex hours,Flex vacation",other
Experian,Senior Data Analyst - Hybrid,"Heredia, Costa Rica",Full Time,Senior-level,92000.0,"AWS,Big Data,Computer Science,Data Analytics,GCP,Snowflake","Flex hours,Flex vacation,,,",data analyst
Wizeline,Data Engineer,Spain,Full Time,Senior-level,115000.0,"Agile,AWS,Azure,Cassandra,Data management,Engineering","Career development,Competitive pay,Parental leave,Startup environment,Wellness",data engineer
Gridware,Data Scientist (Real-time Ops),"Walnut Creek, California, United States",Full Time,Entry-level,40000.0,"Data analysis,Engineering,Git,Linux,Physics,Python","401(k) matching,Competitive pay,Equity,Flex hours,Flex vacation",data scientist
Experian,Data Science/ Analyst Intern- Long Term,"Sisli, Türkiye",Full Time,Entry-level,,"Machine Learning,Python,,,,",",,,,",data scientist
